"zcta","state","puma22","stab","ZIPName","PUMA22name","pop20","afact"
"ZIP census tabulation area","State code","PUMA (2022)","State abbr.","ZIP Code name","PUMA22 name","Total population (2020 Census)","zcta-to-puma22 allocation factor"
"93536","06","02905","CA","Lancaster, CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",28,0.0004 
"93536","06","03703","CA","Lancaster, CA","Los Angeles County (North Central)--Lancaster City",68207,0.9182 
"93536","06","03704","CA","Lancaster, CA","Los Angeles County (North Central)--Palmdale City",4886,0.0658 
"93536","06","03772","CA","Lancaster, CA","Los Angeles County (North/Unincorporated)--Castaic",1162,0.0156 
"93541","06","00300","CA","Lee Vining, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",488,1 
"93543","06","03704","CA","Littlerock, CA","Los Angeles County (North Central)--Palmdale City",5532,0.3915 
"93543","06","03709","CA","Littlerock, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",7,0.0005 
"93543","06","03772","CA","Littlerock, CA","Los Angeles County (North/Unincorporated)--Castaic",8593,0.6081 
"93544","06","03772","CA","Llano, CA","Los Angeles County (North/Unincorporated)--Castaic",1126,1 
"93545","06","00300","CA","Lone Pine, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",2072,1 
"93546","06","00300","CA","Mammoth Lakes, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",8545,1 
"93549","06","00300","CA","Olancha, CA (PO boxes)","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",235,1 
"93550","06","03704","CA","Palmdale, CA","Los Angeles County (North Central)--Palmdale City",81759,0.9925 
"93550","06","03709","CA","Palmdale, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",17,0.0002 
"93550","06","03772","CA","Palmdale, CA","Los Angeles County (North/Unincorporated)--Castaic",603,0.0073 
"93551","06","03704","CA","Palmdale, CA","Los Angeles County (North Central)--Palmdale City",51953,0.9277 
"93551","06","03772","CA","Palmdale, CA","Los Angeles County (North/Unincorporated)--Castaic",4048,0.0723 
"93552","06","03704","CA","Palmdale, CA","Los Angeles County (North Central)--Palmdale City",42343,0.9971 
"93552","06","03772","CA","Palmdale, CA","Los Angeles County (North/Unincorporated)--Castaic",125,0.0029 
"93553","06","03709","CA","Pearblossom, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",73,0.038 
"93553","06","03772","CA","Pearblossom, CA","Los Angeles County (North/Unincorporated)--Castaic",1848,0.962 
"93554","06","02905","CA","Randsburg, CA (PO boxes)","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",45,1 
"93555","06","02905","CA","Ridgecrest, CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",32608,0.9938 
"93555","06","07101","CA","Ridgecrest, CA","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities",202,0.0062 
"93558","06","07101","CA","Red Mountain, CA (PO boxes)","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities",51,1 
"93560","06","02905","CA","Rosamond, CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",21509,0.9967 
"93560","06","03703","CA","Rosamond, CA","Los Angeles County (North Central)--Lancaster City",72,0.0033 
"93561","06","02905","CA","Tehachapi, CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",31091,1 
"93562","06","07101","CA","Trona, CA","San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities",1633,1 
"93563","06","03709","CA","Valyermo, CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",124,0.8671 
"93563","06","03772","CA","Valyermo, CA","Los Angeles County (North/Unincorporated)--Castaic",19,0.1329 
"93581","06","02905","CA","Tehachapi, CA (PO boxes)","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",3660,1 
"93591","06","03704","CA","Palmdale, CA","Los Angeles County (North Central)--Palmdale City",714,0.0958 
"93591","06","03772","CA","Palmdale, CA","Los Angeles County (North/Unincorporated)--Castaic",6736,0.9042 
"93601","06","00300","CA","Ahwahnee, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",125,0.0673 
"93601","06","03900","CA","Ahwahnee, CA","Madera County--Madera City",1733,0.9327 
"93602","06","01907","CA","Auberry, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",3392,0.9971 
"93602","06","03900","CA","Auberry, CA","Madera County--Madera City",10,0.0029 
"93603","06","10703","CA","Badger, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",280,1 
"93604","06","03900","CA","Bass Lake, CA","Madera County--Madera City",627,1 
"93605","06","01907","CA","Big Creek, CA (PO boxes)","Fresno County (East)--Sanger, Reedley & Parlier Cities",144,1 
"93606","06","01901","CA","Biola, CA (PO boxes)","Fresno County (West)--Selma, Kerman & Coalinga Cities",1352,1 
"93608","06","01901","CA","Cantua Creek, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",1173,1 
"93609","06","01901","CA","Caruthers, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",5694,1 
"93610","06","03900","CA","Chowchilla, CA","Madera County--Madera City",23611,0.9896 
"93610","06","04701","CA","Chowchilla, CA","Merced County (West & South)--Los Banos & Livingston Cities",248,0.0104 
"93611","06","01902","CA","Clovis, CA","Fresno County (North Central)--Fresno City (North)",116,0.0025 
"93611","06","01903","CA","Clovis, CA","Fresno County (Central)--Fresno City (East Central)",1067,0.0227 
"93611","06","01906","CA","Clovis, CA","Fresno County (Central)--Clovis City",45858,0.9749 
"93612","06","01903","CA","Clovis, CA","Fresno County (Central)--Fresno City (East Central)",1397,0.0374 
"93612","06","01906","CA","Clovis, CA","Fresno County (Central)--Clovis City",35971,0.9626 
"93614","06","03900","CA","Coarsegold, CA","Madera County--Madera City",11574,1 
"93615","06","10701","CA","Cutler, CA","Tulare County (Northwest)--Visalia City",8,0.0015 
"93615","06","10703","CA","Cutler, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",5365,0.9985 
"93616","06","01901","CA","Del Rey, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",145,0.0652 
"93616","06","01906","CA","Del Rey, CA","Fresno County (Central)--Clovis City",11,0.0049 
"93616","06","01907","CA","Del Rey, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",2069,0.9299 
"93618","06","01907","CA","Dinuba, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",364,0.0119 
"93618","06","10701","CA","Dinuba, CA","Tulare County (Northwest)--Visalia City",9,0.0003 
"93618","06","10703","CA","Dinuba, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",30336,0.9879 
"93619","06","01902","CA","Clovis, CA","Fresno County (North Central)--Fresno City (North)",778,0.0156 
"93619","06","01906","CA","Clovis, CA","Fresno County (Central)--Clovis City",39641,0.7923 
"93619","06","01907","CA","Clovis, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",9613,0.1921 
"93620","06","01901","CA","Dos Palos, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",535,0.0519 
"93620","06","03900","CA","Dos Palos, CA","Madera County--Madera City",8,0.0008 
"93620","06","04701","CA","Dos Palos, CA","Merced County (West & South)--Los Banos & Livingston Cities",9768,0.9473 
"93621","06","01907","CA","Dunlap, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",520,1 
"93622","06","01901","CA","Firebaugh, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",9322,0.9431 
"93622","06","03900","CA","Firebaugh, CA","Madera County--Madera City",511,0.0517 
"93622","06","04701","CA","Firebaugh, CA","Merced County (West & South)--Los Banos & Livingston Cities",51,0.0052 
"93623","06","00300","CA","Fish Camp, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",69,0.92 
"93623","06","03900","CA","Fish Camp, CA","Madera County--Madera City",6,0.08 
"93624","06","01901","CA","Five Points, CA (PO boxes)","Fresno County (West)--Selma, Kerman & Coalinga Cities",806,1 
"93625","06","01901","CA","Fowler, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",8194,1 
"93626","06","01907","CA","Friant, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",1835,0.8607 
"93626","06","03900","CA","Friant, CA","Madera County--Madera City",297,0.1393 
"93627","06","01901","CA","Helm, CA (PO boxes)","Fresno County (West)--Selma, Kerman & Coalinga Cities",188,1 
"93628","06","01907","CA","Hume, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",329,1 
"93630","06","01901","CA","Kerman, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",21103,1 
"93631","06","01901","CA","Kingsburg, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",719,0.0427 
"93631","06","01907","CA","Kingsburg, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",13249,0.7866 
"93631","06","03100","CA","Kingsburg, CA","Kings County--Hanford City",644,0.0382 
"93631","06","10703","CA","Kingsburg, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",2231,0.1325 
"93633","06","10703","CA","Kings Canyon National Pk, CA (PO boxes)","Tulare County (Outside Visalia, Tulare & Porterville Cities)",37,1 
"93634","06","01907","CA","Lakeshore, CA (PO boxes)","Fresno County (East)--Sanger, Reedley & Parlier Cities",55,1 
"93635","06","04701","CA","Los Banos, CA","Merced County (West & South)--Los Banos & Livingston Cities",48510,1 
"93636","06","03900","CA","Madera, CA","Madera County--Madera City",14004,1 
"93637","06","03900","CA","Madera, CA","Madera County--Madera City",40202,1 
"93638","06","03900","CA","Madera, CA","Madera County--Madera City",51106,1 
"93640","06","01901","CA","Mendota, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",13865,1 
"93641","06","01907","CA","Miramonte, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",557,0.9489 
"93641","06","10703","CA","Miramonte, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",30,0.0511 
"93643","06","03900","CA","North Fork, CA","Madera County--Madera City",3130,1 
"93644","06","03900","CA","Oakhurst, CA","Madera County--Madera City",7751,1 
"93645","06","03900","CA","O Neals, CA","Madera County--Madera City",297,1 
"93646","06","01907","CA","Orange Cove, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",10168,0.9691 
"93646","06","10703","CA","Orange Cove, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",324,0.0309 
"93647","06","10703","CA","Orosi, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",11143,1 
"93648","06","01907","CA","Parlier, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",15393,1 
"93650","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",3744,1 
"93651","06","01907","CA","Prather, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",1445,1 
"93652","06","01901","CA","Raisin City, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",410,1 
"93653","06","00300","CA","Raymond, CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",92,0.0876 
"93653","06","03900","CA","Raymond, CA","Madera County--Madera City",958,0.9124 
"93654","06","01907","CA","Reedley, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",29826,0.9741 
"93654","06","10703","CA","Reedley, CA","Tulare County (Outside Visalia, Tulare & Porterville Cities)",794,0.0259 
"93656","06","01901","CA","Riverdale, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",6065,0.939 
"93656","06","03100","CA","Riverdale, CA","Kings County--Hanford City",394,0.061 
"93657","06","01906","CA","Sanger, CA","Fresno County (Central)--Clovis City",780,0.0208 
"93657","06","01907","CA","Sanger, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",36684,0.9792 
"93660","06","01901","CA","San Joaquin, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",4173,1 
"93662","06","01901","CA","Selma, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",29758,0.967 
"93662","06","01907","CA","Selma, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",1016,0.033 
"93664","06","01907","CA","Shaver Lake, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",614,1 
"93665","06","04701","CA","South Dos Palos, CA (PO boxes)","Merced County (West & South)--Los Banos & Livingston Cities",537,1 
"93666","06","10703","CA","Sultana, CA (PO boxes)","Tulare County (Outside Visalia, Tulare & Porterville Cities)",668,1 
"93667","06","01907","CA","Tollhouse, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",2294,1 
"93668","06","01901","CA","Tranquillity, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",1054,1 
"93669","06","03900","CA","Wishon, CA","Madera County--Madera City",316,1 
"93670","06","10703","CA","Yettem, CA (PO boxes)","Tulare County (Outside Visalia, Tulare & Porterville Cities)",80,1 
"93673","06","10703","CA","Traver, CA (PO boxes)","Tulare County (Outside Visalia, Tulare & Porterville Cities)",667,1 
"93675","06","01907","CA","Squaw Valley, CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",3820,1 
"93701","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",10978,0.912 
"93701","06","01905","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",1059,0.088 
"93702","06","01903","CA","Fresno, CA","Fresno County (Central)--Fresno City (East Central)",7971,0.1743 
"93702","06","01905","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",37770,0.8257 
"93703","06","01903","CA","Fresno, CA","Fresno County (Central)--Fresno City (East Central)",31510,0.9044 
"93703","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",3330,0.0956 
"93704","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",10149,0.3552 
"93704","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",18424,0.6448 
"93705","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",38125,1 
"93706","06","01901","CA","Fresno, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",8080,0.1972 
"93706","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",31915,0.7791 
"93706","06","01905","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",970,0.0237 
"93710","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",30208,0.9887 
"93710","06","01903","CA","Fresno, CA","Fresno County (Central)--Fresno City (East Central)",295,0.0097 
"93710","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",49,0.0016 
"93711","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",37816,0.9978 
"93711","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",85,0.0022 
"93720","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",47705,0.9977 
"93720","06","03900","CA","Fresno, CA","Madera County--Madera City",109,0.0023 
"93721","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",5880,0.7444 
"93721","06","01905","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",2019,0.2556 
"93722","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",37892,0.4337 
"93722","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",49472,0.5663 
"93723","06","01901","CA","Fresno, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",1488,0.1236 
"93723","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",7675,0.6376 
"93723","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",2874,0.2388 
"93725","06","01901","CA","Fresno, CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",5059,0.1934 
"93725","06","01905","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",20907,0.7991 
"93725","06","01906","CA","Fresno, CA","Fresno County (Central)--Clovis City",196,0.0075 
"93726","06","01903","CA","Fresno, CA","Fresno County (Central)--Fresno City (East Central)",39713,0.9374 
"93726","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",2653,0.0626 
"93727","06","01903","CA","Fresno, CA","Fresno County (Central)--Fresno City (East Central)",28609,0.3438 
"93727","06","01905","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",53313,0.6407 
"93727","06","01906","CA","Fresno, CA","Fresno County (Central)--Clovis City",1290,0.0155 
"93728","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",16191,1 
"93730","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",13687,1 
"93737","06","01905","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southeast)",559,0.0847 
"93737","06","01906","CA","Fresno, CA","Fresno County (Central)--Clovis City",6037,0.9153 
"93740","06","01902","CA","Fresno, CA","Fresno County (North Central)--Fresno City (North)",1213,1 
"93741","06","01904","CA","Fresno, CA","Fresno County (Central)--Fresno City (Southwest)",84,1 
"93901","06","05302","CA","Salinas, CA","Monterey County (Northeast)--Salinas City",29700,1 
"93905","06","05302","CA","Salinas, CA","Monterey County (Northeast)--Salinas City",64209,1 
"93906","06","05302","CA","Salinas, CA","Monterey County (Northeast)--Salinas City",66381,1 
"93907","06","05301","CA","Salinas, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",8796,0.3773 
"93907","06","05302","CA","Salinas, CA","Monterey County (Northeast)--Salinas City",14519,0.6227 
"93908","06","05301","CA","Salinas, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",11148,0.8453 
"93908","06","05302","CA","Salinas, CA","Monterey County (Northeast)--Salinas City",1630,0.1236 
"93908","06","05303","CA","Salinas, CA","Monterey (South & East) & San Benito Counties",410,0.0311 
"93920","06","05303","CA","Big Sur, CA","Monterey (South & East) & San Benito Counties",1140,1 
"93921","06","05301","CA","Carmel By The Sea, CA (PO boxes)","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",2956,1 
"93923","06","05301","CA","Carmel, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",11980,0.971 
"93923","06","05303","CA","Carmel, CA","Monterey (South & East) & San Benito Counties",358,0.029 
"93924","06","05301","CA","Carmel Valley, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",6520,0.9865 
"93924","06","05303","CA","Carmel Valley, CA","Monterey (South & East) & San Benito Counties",89,0.0135 
"93925","06","05303","CA","Chualar, CA","Monterey (South & East) & San Benito Counties",1515,1 
"93926","06","05303","CA","Gonzales, CA","Monterey (South & East) & San Benito Counties",9187,1 
"93927","06","05303","CA","Greenfield, CA","Monterey (South & East) & San Benito Counties",19976,1 
"93928","06","05303","CA","Jolon, CA (PO boxes)","Monterey (South & East) & San Benito Counties",259,1 
"93930","06","05303","CA","King City, CA","Monterey (South & East) & San Benito Counties",16206,1 
"93932","06","05303","CA","Lockwood, CA (PO boxes)","Monterey (South & East) & San Benito Counties",533,1 
"93933","06","05301","CA","Marina, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",27218,1 
"93940","06","05301","CA","Monterey, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",30355,0.9967 
"93940","06","05303","CA","Monterey, CA","Monterey (South & East) & San Benito Counties",99,0.0033 
"93943","06","05301","CA","Monterey, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",55,1 
"93944","06","05301","CA","Monterey, CA (PO boxes)","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",3395,1 
"93950","06","05301","CA","Pacific Grove, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",15082,1 
"93953","06","05301","CA","Pebble Beach, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",4271,1 
"93954","06","05303","CA","San Lucas, CA (PO boxes)","Monterey (South & East) & San Benito Counties",371,1 
"93955","06","05301","CA","Seaside, CA","Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",32703,1 
"93960","06","05303","CA","Soledad, CA","Monterey (South & East) & San Benito Counties",26093,1 
"93962","06","05302","CA","Spreckels, CA (PO boxes)","Monterey County (Northeast)--Salinas City",692,1 
"94002","06","08105","CA","Belmont, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",28513,1 
"94005","06","08102","CA","Brisbane, CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",4836,1 
"94010","06","08103","CA","Burlingame, CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",44031,0.9997 
"94010","06","08104","CA","Burlingame, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",14,0.0003 
"94014","06","08101","CA","Daly City, CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",40252,0.8269 
"94014","06","08102","CA","Daly City, CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",8425,0.1731 
"94015","06","08101","CA","Daly City, CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",63489,1 
"94018","06","08104","CA","El Granada, CA (PO boxes)","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",3513,1 
"94019","06","08104","CA","Half Moon Bay, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",15483,1 
"94020","06","08104","CA","La Honda, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",1732,1 
"94021","06","08104","CA","Loma Mar, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",171,1 
"94022","06","08515","CA","Los Altos, CA","Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town",7064,0.3389 
"94022","06","08522","CA","Los Altos, CA","Santa Clara County (Northwest)--Mountain View & Los Altos Cities",13778,0.6611 
"94024","06","08507","CA","Los Altos, CA","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",919,0.0395 
"94024","06","08515","CA","Los Altos, CA","Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town",5174,0.2224 
"94024","06","08522","CA","Los Altos, CA","Santa Clara County (Northwest)--Mountain View & Los Altos Cities",17170,0.7381 
"94025","06","08106","CA","Menlo Park, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",42354,1 
"94027","06","08106","CA","Atherton, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",7270,1 
"94028","06","08106","CA","Portola Valley, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",6757,0.9787 
"94028","06","08515","CA","Portola Valley, CA","Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town",147,0.0213 
"94030","06","08103","CA","Millbrae, CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",23212,1 
"94037","06","08104","CA","Montara, CA (PO boxes)","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",2811,1 
"94038","06","08104","CA","Moss Beach, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",3176,1 
"94040","06","08516","CA","Mountain View, CA","Santa Clara County (Northwest)--Sunnyvale City",44,0.0012 
"94040","06","08522","CA","Mountain View, CA","Santa Clara County (Northwest)--Mountain View & Los Altos Cities",36457,0.9988 
"94041","06","08522","CA","Mountain View, CA","Santa Clara County (Northwest)--Mountain View & Los Altos Cities",15604,1 
"94043","06","08522","CA","Mountain View, CA","Santa Clara County (Northwest)--Mountain View & Los Altos Cities",31414,1 
"94044","06","08101","CA","Pacifica, CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",38675,1 
"94060","06","08104","CA","Pescadero, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",1513,1 
"94061","06","08105","CA","Redwood City, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",31919,0.8696 
"94061","06","08106","CA","Redwood City, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",4785,0.1304 
"94062","06","08104","CA","Redwood City, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",1063,0.0398 
"94062","06","08105","CA","Redwood City, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",15076,0.5649 
"94062","06","08106","CA","Redwood City, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",10550,0.3953 
"94063","06","08105","CA","Redwood City, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",19904,0.5554 
"94063","06","08106","CA","Redwood City, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",15932,0.4446 
"94065","06","08105","CA","Redwood City, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",12781,1 
"94066","06","08102","CA","San Bruno, CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",44147,1 
"94070","06","08105","CA","San Carlos, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",31585,1 
"94074","06","08104","CA","San Gregorio, CA","San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities",282,1 
"94080","06","08101","CA","South San Francisco, CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",232,0.0035 
"94080","06","08102","CA","South San Francisco, CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",66360,0.9965 
"94085","06","08516","CA","Sunnyvale, CA","Santa Clara County (Northwest)--Sunnyvale City",24031,1 
"94086","06","08516","CA","Sunnyvale, CA","Santa Clara County (Northwest)--Sunnyvale City",50175,1 
"94087","06","08507","CA","Sunnyvale, CA","Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",1706,0.0292 
"94087","06","08516","CA","Sunnyvale, CA","Santa Clara County (Northwest)--Sunnyvale City",56394,0.9666 
"94087","06","08522","CA","Sunnyvale, CA","Santa Clara County (Northwest)--Mountain View & Los Altos Cities",244,0.0042 
"94089","06","08516","CA","Sunnyvale, CA","Santa Clara County (Northwest)--Sunnyvale City",23247,0.9997 
"94089","06","08519","CA","Sunnyvale, CA","Santa Clara County (Central)--San Jose City (North)",8,0.0003 
"94102","06","07509","CA","San Francisco, CA","San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",25625,0.6499 
"94102","06","07514","CA","San Francisco, CA","San Francisco County (Northwest)--Western Addition & Marina",13807,0.3501 
"94103","06","07510","CA","San Francisco, CA","San Francisco County (Southeast)--South of Market & Mission",26131,0.6905 
"94103","06","07511","CA","San Francisco, CA","San Francisco County (Southwest)--Central & Bernal Heights",11712,0.3095 
"94104","06","07509","CA","San Francisco, CA","San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",576,1 
"94105","06","07509","CA","San Francisco, CA","San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",32,0.0022 
"94105","06","07510","CA","San Francisco, CA","San Francisco County (Southeast)--South of Market & Mission",14809,0.9978 
"94107","06","07507","CA","San Francisco, CA","San Francisco County (South Central)--Bayview & Hunters Point",461,0.0136 
"94107","06","07510","CA","San Francisco, CA","San Francisco County (Southeast)--South of Market & Mission",33551,0.9864 
"94108","06","07509","CA","San Francisco, CA","San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",13097,1 
"94109","06","07509","CA","San Francisco, CA","San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",42639,0.7289 
"94109","06","07514","CA","San Francisco, CA","San Francisco County (Northwest)--Western Addition & Marina",15862,0.2711 
"94110","06","07510","CA","San Francisco, CA","San Francisco County (Southeast)--South of Market & Mission",21240,0.3108 
